RegionDescription,AÑO,CANTIDAD,CategoryName,CompanyName,ProductName
Eastern                                           ,1996,240.0000,Produce,Split Rail Beer & Ale,Uncle Bob's Organic Dried Pears
Eastern                                           ,1996,165.6000,Seafood,Split Rail Beer & Ale,Nord-Ost Matjeshering
Eastern                                           ,1996,441.6000,Beverages,Suprmes dlices,Ipoh Coffee
Eastern                                           ,1996,2592.0000,Confections,Suprmes dlices,Sir Rodney's Marmalade
Eastern                                           ,1996,1088.0000,Dairy Products,Suprmes dlices,Camembert Pierrot
Eastern                                           ,1996,50.0000,Dairy Products,Suprmes dlices,Geitost
Eastern                                           ,1996,1248.0000,Meat/Poultry,Suprmes dlices,Alice Mutton
Eastern                                           ,1996,1019.2000,Produce,Suprmes dlices,Rssle Sauerkraut
Eastern                                           ,1996,36.0000,Beverages,Tortuga Restaurante,Guaran Fantstica
Eastern                                           ,1996,37.2000,Beverages,Tortuga Restaurante,Rhnbru Klosterbier
Eastern                                           ,1996,175.5000,Condiments,Tortuga Restaurante,Vegie-spread
Eastern                                           ,1996,480.0000,Confections,Tortuga Restaurante,Maxilaku
Eastern                                           ,1996,34.4000,Dairy Products,Tortuga Restaurante,Flotemysost
Eastern                                           ,1996,440.0000,Dairy Products,Tortuga Restaurante,Raclette Courdavault
Eastern                                           ,1996,600.0000,Seafood,Tortuga Restaurante,Carnarvon Tigers
Eastern                                           ,1996,1296.0000,Confections,Tradio Hipermercados,Sir Rodney's Marmalade
Eastern                                           ,1996,174.0000,Dairy Products,Vins et alcools Chevalier,Mozzarella di Giovanni
Eastern                                           ,1996,168.0000,Dairy Products,Vins et alcools Chevalier,Queso Cabrales
Eastern                                           ,1996,121.6000,Grains/Cereals,Vins et alcools Chevalier,Gnocchi di nonna Alice
Eastern                                           ,1996,98.0000,Grains/Cereals,Vins et alcools Chevalier,Singaporean Hokkien Fried Mee
Eastern                                           ,1996,216.0000,Beverages,Die Wandernde Kuh,Chai
Eastern                                           ,1996,883.2000,Beverages,Die Wandernde Kuh,Ipoh Coffee
Eastern                                           ,1996,62.0000,Beverages,Die Wandernde Kuh,Rhnbru Klosterbier
Eastern                                           ,1996,180.0000,Grains/Cereals,Die Wandernde Kuh,Tunnbrd
Eastern                                           ,1996,524.0000,Meat/Poultry,Die Wandernde Kuh,Perth Pasties
Eastern                                           ,1996,145.6000,Produce,Die Wandernde Kuh,Rssle Sauerkraut
Eastern                                           ,1996,920.0000,Beverages,Wartian Herkku,Ipoh Coffee
Eastern                                           ,1996,80.0000,Confections,Wartian Herkku,Sir Rodney's Scones
Eastern                                           ,1996,1204.0000,Dairy Products,Wartian Herkku,Flotemysost
Eastern                                           ,1996,186.0000,Produce,Wartian Herkku,Tofu
Eastern                                           ,1996,456.0000,Seafood,Wartian Herkku,Inlagd Sill
Eastern                                           ,1996,616.0000,Condiments,White Clover Markets,Chef Anton's Cajun Seasoning
Eastern                                           ,1996,2240.0000,Condiments,White Clover Markets,Northwoods Cranberry Sauce
Eastern                                           ,1996,120.0000,Dairy Products,White Clover Markets,Geitost
Eastern                                           ,1996,556.0000,Dairy Products,White Clover Markets,Mozzarella di Giovanni
Eastern                                           ,1996,300.0000,Dairy Products,Wolski  Zajazd,Gorgonzola Telino
Eastern                                           ,1996,159.0000,Seafood,Wolski  Zajazd,Escargots de Bourgogne
Eastern                                           ,1997,270.0000,Beverages,Alfreds Futterkiste,Lakkalikri
Eastern                                           ,1997,60.0000,Condiments,Alfreds Futterkiste,Aniseed Syrup
Eastern                                           ,1997,878.0000,Condiments,Alfreds Futterkiste,Vegie-spread
Eastern                                           ,1997,936.9000,Confections,Antonio Moreno Taquera,Gumbr Gummibrchen
Eastern                                           ,1997,20.0000,Dairy Products,Antonio Moreno Taquera,Geitost
Eastern                                           ,1997,1050.0000,Dairy Products,Antonio Moreno Taquera,Queso Cabrales
Eastern                                           ,1997,825.0000,Dairy Products,Antonio Moreno Taquera,Raclette Courdavault
Eastern                                           ,1997,97.5000,Grains/Cereals,Antonio Moreno Taquera,Ravioli Angelo
Eastern                                           ,1997,184.0000,Seafood,Antonio Moreno Taquera,Boston Crab Meat
Eastern                                           ,1997,285.0000,Beverages,Around the Horn,Chang
Eastern                                           ,1997,720.0000,Beverages,Around the Horn,Outback Lager
Eastern                                           ,1997,153.0000,Confections,Around the Horn,Chocolade
Eastern                                           ,1997,237.5000,Confections,Around the Horn,Zaanse koeken
Eastern                                           ,1997,210.0000,Grains/Cereals,Around the Horn,Filo Mix
Eastern                                           ,1997,780.0000,Grains/Cereals,Around the Horn,Ravioli Angelo
Eastern                                           ,1997,590.4000,Meat/Poultry,Around the Horn,Perth Pasties
Eastern                                           ,1997,504.0000,Meat/Poultry,Around the Horn,Pt chinois
Eastern                                           ,1997,1060.0000,Produce,Around the Horn,Manjimup Dried Apples
Eastern                                           ,1997,45.0000,Seafood,Around the Horn,Rd Kaviar
Eastern                                           ,1997,336.0000,Seafood,Around the Horn,Spegesild
Eastern                                           ,1997,630.0000,Beverages,Berglunds snabbkp,Chai
Eastern                                           ,1997,360.0000,Beverages,Berglunds snabbkp,Chartreuse verte
Eastern                                           ,1997,2760.0000,Beverages,Berglunds snabbkp,Ipoh Coffee
Eastern                                           ,1997,264.0000,Condiments,Berglunds snabbkp,Chef Anton's Cajun Seasoning
Eastern                                           ,1997,680.0000,Dairy Products,Berglunds snabbkp,Camembert Pierrot
Eastern                                           ,1997,430.0000,Dairy Products,Berglunds snabbkp,Flotemysost
Eastern                                           ,1997,175.0000,Grains/Cereals,Berglunds snabbkp,Filo Mix
Eastern                                           ,1997,393.6000,Meat/Poultry,Berglunds snabbkp,Perth Pasties
Eastern                                           ,1997,156.4500,Meat/Poultry,Berglunds snabbkp,Tourtire
Eastern                                           ,1997,912.0000,Produce,Berglunds snabbkp,Rssle Sauerkraut
Eastern                                           ,1997,372.0000,Produce,Berglunds snabbkp,Tofu
Eastern                                           ,1997,62.0000,Seafood,Berglunds snabbkp,Ikura
Eastern                                           ,1997,258.9000,Seafood,Berglunds snabbkp,Nord-Ost Matjeshering
Eastern                                           ,1997,136.8000,Produce,Blauer See Delikatessen,Rssle Sauerkraut
Eastern                                           ,1997,450.0000,Beverages,Blondesddsl pre et fils,Chai
Eastern                                           ,1997,625.0000,Dairy Products,Blondesddsl pre et fils,Gorgonzola Telino
Eastern                                           ,1997,1560.0000,Meat/Poultry,Blido Comidas preparadas,Alice Mutton
Eastern                                           ,1997,2475.8000,Meat/Poultry,Blido Comidas preparadas,Thringer Rostbratwurst
Eastern                                           ,1997,1100.0000,Condiments,Bon app',Chef Anton's Cajun Seasoning
Eastern                                           ,1997,210.5000,Condiments,Bon app',Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,400.0000,Condiments,Bon app',Northwoods Cranberry Sauce
Eastern                                           ,1997,261.7500,Confections,Bon app',Pavlova
Eastern                                           ,1997,285.0000,Confections,Bon app',Zaanse koeken
Eastern                                           ,1997,37.5000,Dairy Products,Bon app',Gorgonzola Telino
Eastern                                           ,1997,900.0000,Dairy Products,Bon app',Gudbrandsdalsost
Eastern                                           ,1997,1140.0000,Grains/Cereals,Bon app',Gnocchi di nonna Alice
Eastern                                           ,1997,273.0000,Grains/Cereals,Bon app',Ravioli Angelo
Eastern                                           ,1997,420.0000,Grains/Cereals,Bon app',Singaporean Hokkien Fried Mee
Eastern                                           ,1997,108.0000,Grains/Cereals,Bon app',Tunnbrd
Eastern                                           ,1997,212.8000,Grains/Cereals,Bon app',Wimmers gute Semmelkndel
Eastern                                           ,1997,1060.0000,Produce,Bon app',Manjimup Dried Apples
Eastern                                           ,1997,1500.0000,Produce,Bon app',Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,828.0000,Seafood,Bon app',Boston Crab Meat
Eastern                                           ,1997,1500.0000,Seafood,Bon app',Carnarvon Tigers
Eastern                                           ,1997,570.0000,Seafood,Bon app',Inlagd Sill
Eastern                                           ,1997,228.0000,Confections,Bottom-Dollar Markets,Zaanse koeken
Eastern                                           ,1997,1560.0000,Meat/Poultry,Bottom-Dollar Markets,Alice Mutton
Eastern                                           ,1997,735.0000,Seafood,Bottom-Dollar Markets,Boston Crab Meat
Eastern                                           ,1997,360.0000,Beverages,B's Beverages,Steeleye Stout
Eastern                                           ,1997,608.0000,Grains/Cereals,B's Beverages,Gnocchi di nonna Alice
Eastern                                           ,1997,117.0000,Grains/Cereals,B's Beverages,Ravioli Angelo
Eastern                                           ,1997,720.0000,Produce,B's Beverages,Uncle Bob's Organic Dried Pears
Eastern                                           ,1997,443.7000,Confections,Chop-suey Chinese,Tarte au sucre
Eastern                                           ,1997,1440.0000,Dairy Products,Chop-suey Chinese,Gudbrandsdalsost
Eastern                                           ,1997,392.0000,Grains/Cereals,Chop-suey Chinese,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,36.0000,Seafood,Chop-suey Chinese,Konbu
Eastern                                           ,1997,168.0000,Dairy Products,Comrcio Mineiro,Queso Cabrales
Eastern                                           ,1997,912.0000,Grains/Cereals,Comrcio Mineiro,Gnocchi di nonna Alice
Eastern                                           ,1997,48.0000,Seafood,Comrcio Mineiro,Spegesild
Eastern                                           ,1997,151.2000,Grains/Cereals,Consolidated Holdings,Tunnbrd
Eastern                                           ,1997,4.8000,Seafood,Consolidated Holdings,Konbu
Eastern                                           ,1997,63.0000,Grains/Cereals,Du monde entier,Filo Mix
Eastern                                           ,1997,504.0000,Beverages,Eastern Connection,Steeleye Stout
Eastern                                           ,1997,550.0000,Condiments,Eastern Connection,Chef Anton's Cajun Seasoning
Eastern                                           ,1997,480.0000,Confections,Eastern Connection,Maxilaku
Eastern                                           ,1997,105.0000,Dairy Products,Eastern Connection,Queso Cabrales
Eastern                                           ,1997,2079.0000,Meat/Poultry,Eastern Connection,Thringer Rostbratwurst
Eastern                                           ,1997,120.0000,Beverages,Ernst Handel,Outback Lager
Eastern                                           ,1997,54.2500,Beverages,Ernst Handel,Rhnbru Klosterbier
Eastern                                           ,1997,540.0000,Beverages,Ernst Handel,Steeleye Stout
Eastern                                           ,1997,1368.2500,Condiments,Ernst Handel,Louisiana Fiery Hot Pepper Sauce
Eastern                                           ,1997,3420.0000,Condiments,Ernst Handel,Sirop d'rable
Eastern                                           ,1997,714.0000,Confections,Ernst Handel,Chocolade
Eastern                                           ,1997,291.9000,Confections,Ernst Handel,Pavlova
Eastern                                           ,1997,400.0000,Confections,Ernst Handel,Sir Rodney's Scones
Eastern                                           ,1997,1075.0000,Dairy Products,Ernst Handel,Gorgonzola Telino
Eastern                                           ,1997,2340.0000,Dairy Products,Ernst Handel,Gudbrandsdalsost
Eastern                                           ,1997,315.0000,Dairy Products,Ernst Handel,Queso Cabrales
Eastern                                           ,1997,3080.0000,Dairy Products,Ernst Handel,Raclette Courdavault
Eastern                                           ,1997,912.0000,Grains/Cereals,Ernst Handel,Gnocchi di nonna Alice
Eastern                                           ,1997,168.0000,Grains/Cereals,Ernst Handel,Singaporean Hokkien Fried Mee
Eastern                                           ,1997,3003.0000,Meat/Poultry,Ernst Handel,Alice Mutton
Eastern                                           ,1997,1485.4800,Meat/Poultry,Ernst Handel,Thringer Rostbratwurst
Eastern                                           ,1997,6360.0000,Produce,Ernst Handel,Manjimup Dried Apples
